ensembl_id,PC3_Normoxia_S1,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Normoxia_S1
ENSG00000262983,0,0,0,0,0,0,0,0
ENSG00000262990,0,0,0,0,0,0,0,0
ENSG00000262995,0,0,0,0,0,0,0,0
ENSG00000262999,0,0,0,0,0,1,0,1
ENSG00000263001,117,2939,3563,2868,402,105,302,3011
ENSG00000263002,106,447,507,540,215,94,292,536
ENSG00000263004,17,189,203,272,42,10,51,265
ENSG00000263006,2,229,257,192,2,2,6,144
ENSG00000263011,0,3,1,12,0,0,0,7
ENSG00000263015,0,0,0,0,0,0,0,0
ENSG00000263017,0,1,0,1,4,1,1,1
ENSG00000263020,0,0,0,0,0,0,0,0
ENSG00000263029,0,0,0,0,0,0,0,0
ENSG00000263033,0,0,0,1,0,0,0,0
ENSG00000263041,0,0,0,0,1,0,0,0
ENSG00000263045,0,0,0,1,0,0,0,3
ENSG00000263050,3,2,4,2,0,0,1,3
ENSG00000263051,0,0,0,0,0,0,0,0
ENSG00000263063,1,26,13,42,2,0,1,32
ENSG00000263065,0,2,0,1,0,0,1,0
ENSG00000263069,1,42,72,36,11,3,10,26
ENSG00000263070,0,0,0,0,0,0,0,0
ENSG00000263072,80,463,527,618,131,46,211,460
ENSG00000263080,8,6,10,18,5,7,12,13
ENSG00000263081,0,0,0,0,0,0,0,0
ENSG00000263089,0,0,0,0,0,0,0,0
ENSG00000263096,0,0,4,11,0,0,0,8
ENSG00000263098,0,0,0,0,0,0,0,0
ENSG00000263105,0,10,13,23,0,1,0,18
ENSG00000263107,0,0,0,0,0,0,0,0
ENSG00000263110,0,1,0,0,0,0,0,0
ENSG00000263120,7,16,9,2,2,2,8,1
ENSG00000263125,0,0,0,0,0,0,0,0
ENSG00000263126,13,132,145,89,43,17,38,63
ENSG00000263142,0,1,0,1,0,0,1,0
ENSG00000263146,1,0,0,0,2,1,3,0
ENSG00000263154,0,32,30,13,4,5,1,8
ENSG00000263155,0,27,29,30,1,0,1,12
ENSG00000263159,0,0,0,0,0,0,0,0
ENSG00000263164,0,0,0,0,0,0,0,0
ENSG00000263165,0,3,3,3,0,0,0,2
ENSG00000263167,0,0,2,3,0,0,0,0
ENSG00000263171,0,0,0,0,0,0,0,0
ENSG00000263176,0,0,0,0,0,0,0,0
ENSG00000263177,0,0,0,1,0,0,0,1
ENSG00000263179,1,1,1,2,4,1,0,1
ENSG00000263189,0,0,0,0,0,0,1,0
ENSG00000263196,0,1,0,0,0,0,1,0
ENSG00000263199,0,0,0,0,0,0,0,0
ENSG00000263201,0,0,0,0,0,0,0,0
ENSG00000263206,0,0,0,0,0,0,0,0
ENSG00000263207,0,0,1,1,0,0,0,0
ENSG00000263212,0,0,0,0,0,0,0,0
ENSG00000263218,0,0,0,0,0,0,0,0
ENSG00000263219,0,0,2,2,1,0,0,0
ENSG00000263220,1,1,5,3,1,0,0,1
ENSG00000263232,0,1,1,0,2,0,1,0
ENSG00000263234,0,0,0,0,0,0,0,0
ENSG00000263235,3,69,100,135,8,5,6,130
ENSG00000263237,0,29,23,5,0,0,0,0
ENSG00000263241,1,2,1,1,1,1,1,0
ENSG00000263244,0,0,0,0,0,0,0,0
ENSG00000263252,0,0,0,0,0,0,0,0
ENSG00000263253,0,0,0,0,0,0,0,0
ENSG00000263257,2,7,15,17,2,1,0,16
ENSG00000263264,0,0,0,0,0,0,0,0
ENSG00000263266,1,567,455,1776,13,4,3,706
ENSG00000263271,0,0,0,0,0,0,0,0
ENSG00000263272,7,4,4,13,21,6,27,11
ENSG00000263276,3,9,5,15,2,1,13,20
ENSG00000263278,0,0,0,0,0,0,3,0
ENSG00000263279,0,0,0,2,0,0,0,0
ENSG00000263280,1,29,25,29,3,0,2,30
ENSG00000263293,7,1,0,9,28,9,15,3
ENSG00000263300,0,0,0,0,0,0,0,0
ENSG00000263301,4,0,0,0,17,14,5,0
ENSG00000263305,0,0,0,0,0,0,0,0
ENSG00000263307,0,4,0,1,0,0,0,3
ENSG00000263311,0,1,2,0,0,0,0,0
ENSG00000263312,0,3,3,0,0,0,0,1
ENSG00000263316,0,0,0,0,0,0,1,0
ENSG00000263317,0,0,0,0,0,0,0,0
ENSG00000263321,0,0,2,1,0,0,0,0
ENSG00000263325,0,0,0,0,1,0,3,0
ENSG00000263326,0,0,0,0,1,0,1,0
ENSG00000263327,35,167,162,190,71,30,89,181
ENSG00000263331,0,0,1,0,0,0,0,0
ENSG00000263335,4,42,59,41,16,3,12,34
ENSG00000263338,0,0,0,0,3,2,3,1
ENSG00000263342,0,0,0,0,0,0,0,0
ENSG00000263343,0,3,0,5,0,0,0,3
ENSG00000263345,2,20,13,16,2,1,2,9
ENSG00000263353,0,1,2,1,3,0,0,4
ENSG00000263354,0,0,0,0,0,0,0,0
ENSG00000263355,0,0,0,0,0,0,0,0
ENSG00000263360,0,0,0,0,0,0,0,0
ENSG00000263361,0,0,0,2,0,0,1,0
ENSG00000263363,0,0,0,0,0,0,1,0
ENSG00000263366,0,1,0,1,0,0,1,2
ENSG00000263368,0,2,0,1,1,2,0,0
ENSG00000263369,0,0,0,0,0,0,0,0
ENSG00000263370,0,0,0,0,0,0,0,0
ENSG00000263372,0,0,0,0,0,0,0,0
ENSG00000263375,0,0,0,0,0,0,0,0
ENSG00000263381,0,0,0,0,0,0,0,0
ENSG00000263382,0,0,0,0,0,0,0,0
ENSG00000263388,0,0,0,0,0,0,0,0
ENSG00000263389,0,0,0,0,0,0,0,0
ENSG00000263390,0,0,0,0,0,0,0,0
ENSG00000263393,0,0,0,0,0,0,0,0
ENSG00000263394,0,0,0,0,0,0,0,0
ENSG00000263396,0,0,0,0,0,0,0,0
ENSG00000263399,0,0,0,0,0,0,0,0
ENSG00000263400,0,0,0,1,1,0,1,0
ENSG00000263403,0,0,0,0,0,0,0,0
ENSG00000263405,0,0,0,0,0,0,0,0
ENSG00000263407,0,0,0,0,0,0,0,0
ENSG00000263409,0,0,0,0,0,0,2,0
ENSG00000263410,0,0,0,0,0,0,0,0
ENSG00000263412,2,66,95,112,23,5,23,108
ENSG00000263413,0,0,0,0,0,0,0,0
ENSG00000263414,0,0,0,0,0,0,0,0
ENSG00000263417,0,0,0,0,0,0,0,0
ENSG00000263424,0,0,0,0,0,0,0,0
ENSG00000263426,4,0,0,0,0,1,4,0
ENSG00000263427,0,15,16,9,0,0,1,3
ENSG00000263429,0,0,0,0,0,0,0,0
ENSG00000263432,5,9,9,9,21,4,23,7
ENSG00000263433,0,0,0,0,0,0,0,0
ENSG00000263435,0,0,0,0,0,0,0,0
ENSG00000263436,0,0,0,0,0,0,0,0
ENSG00000263438,0,0,0,0,0,0,0,0
ENSG00000263439,0,0,0,0,0,0,0,0
ENSG00000263443,0,0,0,0,0,0,3,2
ENSG00000263445,0,0,0,0,0,0,0,0
ENSG00000263450,0,0,0,0,0,0,0,0
ENSG00000263453,0,0,0,0,0,0,0,0
ENSG00000263456,0,0,0,0,0,0,0,0
ENSG00000263458,0,0,0,0,0,0,0,0
ENSG00000263460,0,0,0,0,0,0,0,0
ENSG00000263464,0,0,0,0,0,0,0,0
ENSG00000263465,169,3954,4599,4699,315,105,454,3955
ENSG00000263466,0,1,0,0,0,0,0,0
ENSG00000263468,0,0,0,0,0,0,0,0
ENSG00000263476,0,0,0,0,0,0,0,0
ENSG00000263477,0,0,0,0,0,0,0,0
ENSG00000263479,0,0,0,0,0,0,0,0
ENSG00000263482,0,0,0,0,0,0,0,0
ENSG00000263483,0,0,0,0,0,0,0,0
ENSG00000263485,0,0,0,0,0,0,0,0
ENSG00000263489,0,0,0,0,1,1,1,0
ENSG00000263490,0,0,0,0,0,0,0,0
ENSG00000263494,0,0,0,0,0,0,1,0
ENSG00000263499,0,0,0,0,0,0,0,0
ENSG00000263501,0,0,0,0,0,0,0,0
ENSG00000263503,0,3,1,2,0,0,0,0
ENSG00000263505,0,0,0,0,0,0,0,0
ENSG00000263508,0,0,0,0,0,0,0,0
ENSG00000263510,0,0,0,0,0,0,0,0
ENSG00000263511,0,0,0,0,0,0,1,0
ENSG00000263512,0,0,0,0,0,0,0,0
ENSG00000263513,3,37,33,48,14,2,15,40
ENSG00000263514,0,0,0,0,0,0,0,0
ENSG00000263515,0,0,0,1,0,0,0,0
ENSG00000263520,0,0,0,0,0,0,0,0
ENSG00000263526,0,0,0,0,0,0,0,0
ENSG00000263527,0,0,0,0,0,0,0,0
ENSG00000263528,221,142,189,237,555,203,588,155
ENSG00000263529,0,0,0,0,0,0,0,0
ENSG00000263531,0,2,2,0,1,1,2,2
ENSG00000263533,0,0,0,0,0,0,0,0
ENSG00000263535,0,5,11,8,12,1,0,8
ENSG00000263537,0,0,0,0,0,0,0,0
ENSG00000263540,0,0,0,0,0,0,1,0
ENSG00000263547,0,0,0,0,0,0,0,0
ENSG00000263551,13,0,0,0,13,6,24,1
ENSG00000263556,0,0,0,0,0,0,0,0
ENSG00000263558,0,0,0,0,0,0,0,0
ENSG00000263561,0,0,0,0,0,0,0,0
ENSG00000263563,0,14,19,26,0,0,0,39
ENSG00000263567,0,4,4,17,1,0,0,20
ENSG00000263571,0,0,0,0,0,0,1,0
ENSG00000263572,0,0,0,0,0,0,0,0
ENSG00000263573,0,0,0,0,0,0,0,0
ENSG00000263574,0,0,0,0,0,0,0,0
ENSG00000263575,0,0,0,0,0,0,0,0
ENSG00000263581,0,0,0,0,0,0,0,0
ENSG00000263583,0,0,0,0,0,0,1,0
ENSG00000263584,0,0,0,0,0,0,0,0
ENSG00000263585,2,2,6,1,0,0,5,1
ENSG00000263586,0,0,0,0,0,0,0,0
ENSG00000263588,0,0,0,0,0,0,0,0
ENSG00000263590,0,0,0,0,0,0,0,0
ENSG00000263593,0,0,0,0,0,0,0,0
ENSG00000263594,0,0,0,0,0,0,0,0
ENSG00000263595,0,0,0,0,0,0,0,0
ENSG00000263597,0,0,0,0,0,0,0,0
ENSG00000263600,0,0,0,0,0,0,0,0
ENSG00000263602,0,0,2,1,1,0,0,6
ENSG00000263603,0,16,18,41,1,0,0,13
ENSG00000263604,0,0,0,0,0,0,0,0
ENSG00000263606,9,27,36,14,44,11,16,17
ENSG00000263608,0,0,0,0,0,0,0,0
ENSG00000263609,0,6,9,12,0,0,0,5
ENSG00000263611,0,0,0,0,0,0,0,0
ENSG00000263612,0,0,0,1,0,0,0,0
ENSG00000263613,0,0,0,0,0,0,0,0
ENSG00000263615,0,0,0,0,0,0,0,0
ENSG00000263616,0,0,0,0,0,0,0,0
ENSG00000263618,0,0,0,0,0,0,0,0
ENSG00000263620,0,0,0,0,0,0,0,0
ENSG00000263622,0,0,0,0,0,0,0,0
ENSG00000263624,0,0,0,0,0,0,0,0
ENSG00000263627,0,2,0,0,0,0,1,2
ENSG00000263628,0,0,0,0,0,0,0,0
ENSG00000263629,0,0,0,0,0,0,0,0
ENSG00000263631,0,0,0,0,0,0,0,0
ENSG00000263634,0,0,0,0,0,0,0,0
ENSG00000263635,0,1,0,0,0,0,0,1
ENSG00000263637,0,0,0,1,0,0,0,0
ENSG00000263639,2,33,60,69,2,0,0,44
ENSG00000263641,0,0,0,0,0,0,0,0
ENSG00000263642,0,0,0,0,0,0,0,0
ENSG00000263643,0,0,0,0,0,0,0,0
ENSG00000263644,0,0,0,0,0,0,0,0
ENSG00000263647,0,0,0,0,0,0,0,0
ENSG00000263648,0,1,1,0,5,2,5,1
ENSG00000263649,0,0,0,0,0,0,0,0
ENSG00000263652,0,0,0,0,0,0,0,0
ENSG00000263655,0,0,0,0,0,0,1,0
ENSG00000263657,0,0,0,0,1,0,0,0
ENSG00000263666,0,0,0,0,0,0,0,0
ENSG00000263667,0,0,0,0,0,0,0,0
ENSG00000263669,0,0,0,0,0,0,0,0
ENSG00000263670,0,0,0,0,0,0,0,0
ENSG00000263672,0,0,0,0,0,0,2,0
ENSG00000263674,0,0,0,0,0,0,0,0
ENSG00000263675,0,2,0,2,1,0,3,1
ENSG00000263676,0,0,0,0,0,0,0,0
ENSG00000263677,1,2,1,5,3,0,1,0
ENSG00000263680,1,0,0,0,4,1,2,0
ENSG00000263681,0,0,0,0,0,0,0,0
ENSG00000263682,0,0,0,0,0,0,0,0
ENSG00000263683,0,0,0,0,0,0,2,0
ENSG00000263684,0,0,0,0,0,0,0,0
ENSG00000263688,0,0,0,0,0,0,0,0
ENSG00000263690,0,0,0,0,0,0,0,0
ENSG00000263693,0,0,0,0,0,0,0,0
ENSG00000263697,0,0,0,0,0,0,0,0
ENSG00000263698,0,0,0,1,1,0,0,2
ENSG00000263705,0,0,0,0,0,0,0,0
ENSG00000263707,0,0,1,8,0,0,2,5
ENSG00000263708,0,0,0,0,0,0,0,0
ENSG00000263709,1,0,0,0,0,0,0,0
ENSG00000263711,0,0,0,15,0,0,0,9
ENSG00000263712,0,0,1,1,2,0,1,0
ENSG00000263715,0,0,0,0,0,0,0,0
ENSG00000263716,0,0,0,0,0,0,0,0
ENSG00000263717,0,0,0,0,0,0,0,0
ENSG00000263718,0,0,2,5,1,0,3,7
ENSG00000263720,0,0,0,0,2,0,1,0
ENSG00000263723,0,0,0,0,0,0,0,0
ENSG00000263724,0,0,0,0,0,0,0,0
ENSG00000263725,0,0,0,0,0,0,0,0
ENSG00000263727,0,3,4,1,1,0,1,3
ENSG00000263729,0,0,0,0,0,0,0,0
ENSG00000263730,0,0,0,0,0,0,0,0
ENSG00000263731,65,20,36,82,206,65,213,64
ENSG00000263733,0,0,0,0,0,0,1,0
ENSG00000263734,0,0,0,0,0,0,0,0
ENSG00000263735,0,0,0,0,0,0,0,0
ENSG00000263740,233,1,2,0,1342,544,1054,1
ENSG00000263741,0,0,0,0,0,0,0,0
ENSG00000263742,0,0,0,0,0,0,0,0
ENSG00000263744,0,0,0,0,0,0,0,0
ENSG00000263745,0,0,0,3,8,0,5,2
ENSG00000263746,0,0,0,0,0,0,0,0
ENSG00000263748,0,0,0,0,0,0,0,0
ENSG00000263749,1,0,0,2,1,0,0,0
ENSG00000263750,0,0,1,1,0,0,0,1
ENSG00000263752,0,0,0,0,0,0,0,0
ENSG00000263753,97,1931,2187,2576,165,51,246,2314
ENSG00000263755,0,0,0,0,1,0,1,0
ENSG00000263756,0,1,1,1,0,0,0,1
ENSG00000263761,0,0,0,0,0,0,0,0
ENSG00000263762,0,0,0,0,0,0,0,0
ENSG00000263763,0,0,0,0,0,0,0,0
ENSG00000263764,0,0,0,0,2,0,0,2
ENSG00000263765,0,0,0,0,0,0,0,0
ENSG00000263766,0,14,26,37,8,2,6,44
ENSG00000263772,0,0,0,0,0,0,0,0
ENSG00000263776,0,0,0,0,0,0,0,0
ENSG00000263781,2,8,8,16,13,1,0,12
ENSG00000263783,0,0,0,0,0,0,0,0
ENSG00000263785,0,0,0,0,0,0,0,0
ENSG00000263786,17,233,310,293,32,10,46,311
ENSG00000263787,0,0,0,0,0,0,0,0
ENSG00000263788,0,0,0,0,0,0,0,0
ENSG00000263790,0,0,0,0,0,0,0,0
ENSG00000263793,0,0,0,0,0,0,0,0
ENSG00000263794,0,0,0,0,0,0,0,0
ENSG00000263795,0,0,0,0,0,0,0,0
ENSG00000263797,0,0,0,0,0,0,0,0
ENSG00000263798,0,0,0,0,0,0,0,0
ENSG00000263800,0,0,0,0,0,0,0,0
ENSG00000263809,0,0,0,0,0,0,0,0
ENSG00000263811,0,0,0,0,0,0,0,0
ENSG00000263813,0,1,0,0,2,1,3,0
ENSG00000263815,0,0,0,0,0,0,0,0
ENSG00000263816,1,0,0,0,1,0,0,0
ENSG00000263818,2,10,20,22,1,1,4,13
ENSG00000263821,0,0,0,0,0,0,0,0
ENSG00000263823,0,6,14,25,0,0,1,8
ENSG00000263826,0,57,69,151,3,4,6,156
ENSG00000263828,0,0,0,0,0,0,0,0
ENSG00000263829,0,2,4,0,4,0,0,1
ENSG00000263831,0,0,0,0,0,0,0,0
ENSG00000263834,1,0,0,2,0,0,0,0
ENSG00000263838,0,0,0,0,0,0,0,0
ENSG00000263841,0,0,0,0,75,7,0,0
ENSG00000263843,22,65,72,100,19,13,51,91
ENSG00000263846,0,6,4,6,2,1,0,4
ENSG00000263847,0,0,0,0,1,0,0,0
ENSG00000263849,0,0,0,0,0,0,0,0
ENSG00000263857,0,0,0,0,0,0,0,0
ENSG00000263858,0,0,0,0,0,0,0,0
ENSG00000263859,0,0,0,0,0,0,0,0
ENSG00000263860,0,0,0,0,0,0,1,0
ENSG00000263861,0,0,0,0,0,0,0,0
ENSG00000263862,0,0,0,0,0,1,2,0
ENSG00000263863,0,0,0,0,0,0,0,0
ENSG00000263870,0,0,0,0,0,0,0,0
ENSG00000263872,0,0,0,0,0,0,0,0
ENSG00000263873,0,0,0,0,0,0,1,0
ENSG00000263874,4,16,18,17,12,1,8,19
ENSG00000263878,0,0,0,0,0,0,0,0
ENSG00000263881,0,0,0,0,0,0,0,0
ENSG00000263882,0,0,0,0,0,0,0,0
ENSG00000263883,1,0,0,0,2,2,4,0
ENSG00000263884,17,91,106,214,41,16,74,140
ENSG00000263885,0,0,0,0,0,0,0,0
ENSG00000263887,0,0,0,0,0,0,0,1
ENSG00000263890,0,0,0,0,0,0,0,0
ENSG00000263892,0,0,0,0,0,0,0,0
ENSG00000263893,0,13,13,2,0,0,1,4
ENSG00000263894,0,0,0,0,0,0,0,0
ENSG00000263895,0,0,0,0,1,0,0,0
ENSG00000263897,0,0,0,0,0,0,0,0
ENSG00000263904,0,0,0,0,0,0,0,0
ENSG00000263905,3,0,0,0,29,10,10,0
ENSG00000263908,0,0,0,0,0,0,0,0
ENSG00000263909,0,0,0,0,0,0,0,0
ENSG00000263914,0,0,0,0,0,0,0,0
ENSG00000263916,0,9,8,7,0,0,1,5
ENSG00000263917,0,0,0,0,0,0,0,0
ENSG00000263918,0,0,0,0,0,0,0,0
ENSG00000263923,0,0,0,1,0,0,0,0
ENSG00000263924,0,0,0,0,0,0,0,0
ENSG00000263926,0,0,0,0,0,0,0,0
ENSG00000263932,0,0,0,0,0,0,0,0
ENSG00000263934,260,15,29,10,4483,1901,4142,20
ENSG00000263935,0,0,0,0,0,0,0,0
ENSG00000263938,1,0,0,0,0,0,0,0
ENSG00000263940,0,0,0,0,0,0,0,0
ENSG00000263941,0,0,0,0,0,0,1,0
ENSG00000263944,0,0,0,0,2,0,0,0
ENSG00000263945,0,0,0,0,1,0,1,0
ENSG00000263946,0,0,0,0,0,0,0,0
ENSG00000263952,0,0,0,0,0,0,0,0
ENSG00000263955,0,0,0,0,0,0,0,0
ENSG00000263956,42,310,341,378,86,38,97,291
ENSG00000263958,0,328,340,383,0,0,0,362
ENSG00000263961,0,0,0,0,0,0,0,0
ENSG00000263963,0,1,2,2,0,0,0,0
ENSG00000263964,0,0,0,0,0,0,0,0
ENSG00000263967,0,0,0,0,0,0,0,0
ENSG00000263968,6,12,18,8,475,155,32,4
ENSG00000263969,0,0,1,0,4,2,0,0
ENSG00000263970,0,0,0,0,0,0,0,0
ENSG00000263972,0,0,0,0,0,0,0,0
ENSG00000263973,0,0,0,0,0,0,0,0
ENSG00000263974,0,0,0,0,0,0,0,0
ENSG00000263976,0,0,0,0,0,0,0,0
ENSG00000263978,0,1,0,0,0,0,0,0
ENSG00000263979,0,0,0,0,0,0,0,0
ENSG00000263981,0,0,0,0,0,0,0,0
ENSG00000263982,0,0,0,0,1,0,0,0
ENSG00000263986,0,0,0,0,0,0,0,0
ENSG00000263987,0,0,0,0,0,0,0,0
ENSG00000263988,0,0,0,0,0,0,1,0
ENSG00000263989,0,0,0,0,2,1,0,0
ENSG00000263990,0,0,0,0,0,0,0,0
ENSG00000263993,0,0,0,0,5,3,0,0
ENSG00000263999,0,0,0,0,0,0,0,0
ENSG00000264000,0,0,0,0,0,0,0,0
ENSG00000264002,0,0,0,0,0,0,0,0
ENSG00000264004,0,0,0,0,0,0,0,0
ENSG00000264005,0,0,0,0,0,0,0,1
ENSG00000264006,0,0,0,0,1,0,0,0
ENSG00000264007,2,0,0,0,3,2,3,0
ENSG00000264010,0,0,0,0,0,0,0,0
ENSG00000264012,0,0,0,0,0,0,0,0
ENSG00000264013,0,0,0,0,0,0,0,0
ENSG00000264014,0,0,0,0,0,0,0,0
ENSG00000264015,0,2,1,4,0,0,0,5
ENSG00000264016,0,0,0,0,0,0,0,0
ENSG00000264017,0,1,0,0,0,0,0,0
ENSG00000264019,0,2,1,5,1,0,0,4
ENSG00000264023,0,0,0,1,0,0,0,0
ENSG00000264024,0,0,0,0,0,0,0,0
ENSG00000264026,0,0,0,0,0,0,1,0
ENSG00000264028,0,0,0,1,0,0,0,0
ENSG00000264029,1,2,1,11,1,0,0,4
ENSG00000264030,0,0,0,0,0,0,0,0
ENSG00000264031,0,0,0,0,0,0,0,0
ENSG00000264032,0,0,0,0,0,0,0,0
ENSG00000264036,0,0,0,0,0,0,0,0
ENSG00000264037,0,0,0,0,0,0,0,0
ENSG00000264040,0,0,0,0,0,0,0,0
ENSG00000264041,0,0,0,0,0,0,0,0
ENSG00000264044,0,0,1,1,0,0,0,1
ENSG00000264047,0,0,0,0,0,0,0,0
ENSG00000264049,0,0,0,0,0,0,0,0
ENSG00000264050,0,0,0,0,0,0,0,0
ENSG00000264054,0,0,0,0,0,0,0,0
ENSG00000264056,0,0,0,0,0,0,0,0
ENSG00000264057,1,6,5,9,1,2,2,8
ENSG00000264058,0,7,5,4,0,0,0,7
ENSG00000264060,0,0,0,0,0,0,0,0
ENSG00000264061,0,0,0,0,0,0,0,0
ENSG00000264063,0,0,0,0,0,0,0,0
ENSG00000264066,0,0,0,0,0,0,0,0
ENSG00000264067,0,0,0,0,0,0,0,0
ENSG00000264069,0,0,0,0,0,0,0,0
ENSG00000264070,7,10,7,10,4,3,6,10
ENSG00000264071,0,0,0,0,0,0,0,0
ENSG00000264072,0,0,0,0,0,0,0,0
ENSG00000264073,0,0,0,0,0,0,0,0
ENSG00000264075,0,0,0,0,0,0,0,0
ENSG00000264078,1,1,0,2,0,0,1,2
ENSG00000264080,0,5,2,2,0,0,0,1
ENSG00000264083,0,0,1,0,0,1,0,2
ENSG00000264084,0,0,0,0,0,0,0,0
ENSG00000264089,0,0,0,0,0,0,0,0
ENSG00000264090,0,0,0,0,0,0,0,0
ENSG00000264092,0,0,0,0,0,0,0,0
ENSG00000264093,0,0,1,0,0,0,0,0
ENSG00000264099,0,0,0,0,0,0,0,0
ENSG00000264101,0,0,0,0,0,0,0,0
ENSG00000264102,0,0,0,0,0,0,0,0
ENSG00000264104,0,0,0,0,0,0,0,0
ENSG00000264105,0,0,0,0,0,0,0,0
ENSG00000264107,2,0,1,7,1,1,1,1
ENSG00000264108,0,0,0,0,0,0,0,0
ENSG00000264110,0,0,0,0,0,0,0,0
ENSG00000264112,230,699,659,606,544,194,574,505
ENSG00000264113,0,0,0,0,0,0,0,0
ENSG00000264115,0,0,0,0,0,0,0,0
ENSG00000264116,0,0,0,0,0,0,1,1
ENSG00000264119,0,0,0,0,0,0,0,0
ENSG00000264125,1,2,1,0,2,0,0,1
ENSG00000264127,0,0,0,0,0,0,0,0
ENSG00000264128,0,0,0,0,2,0,0,0
ENSG00000264131,0,0,0,0,0,0,0,0
ENSG00000264136,0,0,0,0,0,0,0,0
ENSG00000264138,0,0,0,0,0,0,0,0
ENSG00000264139,0,0,0,0,0,0,0,0
ENSG00000264141,0,0,0,0,0,0,0,0
ENSG00000264145,0,0,0,0,0,0,0,0
ENSG00000264148,0,0,0,2,0,0,1,0
ENSG00000264149,0,0,0,0,0,0,0,0
ENSG00000264150,0,0,0,0,0,0,0,0
ENSG00000264151,0,0,0,0,0,0,0,0
ENSG00000264157,0,0,0,0,0,0,0,0
ENSG00000264158,0,0,0,0,0,0,0,0
ENSG00000264160,0,0,0,0,0,0,0,0
ENSG00000264163,0,0,0,0,0,0,0,0
ENSG00000264164,0,0,0,2,0,0,0,1
ENSG00000264167,0,0,2,0,0,0,0,0
ENSG00000264168,0,0,0,0,0,0,0,0
ENSG00000264169,2,0,0,0,579,177,6,0
ENSG00000264171,0,0,0,0,0,0,0,0
ENSG00000264172,0,0,0,0,0,0,0,0
ENSG00000264174,0,1,0,0,0,0,0,0
ENSG00000264175,0,32,25,20,0,0,0,17
ENSG00000264176,0,2,2,2,1,1,1,2
ENSG00000264177,0,0,0,0,0,0,0,0
ENSG00000264179,0,3,2,2,0,1,0,6
ENSG00000264186,0,0,0,0,0,0,0,0
ENSG00000264187,0,1,1,2,0,0,0,3
ENSG00000264188,1,1,1,0,0,0,4,3
ENSG00000264189,0,0,0,0,0,0,0,0
ENSG00000264192,0,0,0,0,0,0,0,0
ENSG00000264193,0,0,0,0,0,0,0,0
ENSG00000264196,0,0,0,0,0,0,0,0
ENSG00000264200,0,0,0,0,0,0,0,0
ENSG00000264201,0,5,7,4,2,0,0,0
ENSG00000264204,0,4,7,16,0,0,1,13
ENSG00000264207,0,0,0,0,0,0,0,0
ENSG00000264210,0,0,0,0,0,0,0,0
ENSG00000264211,2,0,0,0,0,3,4,0
ENSG00000264212,0,13,13,11,0,0,0,8
ENSG00000264215,0,0,3,0,0,0,0,1
ENSG00000264217,0,0,0,0,0,0,0,0
ENSG00000264226,0,0,0,0,0,0,0,0
ENSG00000264229,10,1,1,3,48,13,44,0
ENSG00000264230,0,0,0,0,0,0,0,0
ENSG00000264232,0,0,0,0,0,0,0,0
ENSG00000264233,0,0,0,0,0,0,0,0
ENSG00000264235,5,10,5,5,8,11,22,4
ENSG00000264236,0,0,0,0,0,0,0,0
ENSG00000264240,0,0,0,0,0,0,0,0
ENSG00000264243,0,0,0,0,0,0,1,0
ENSG00000264245,0,0,0,0,0,0,0,0
ENSG00000264246,0,0,0,0,0,0,0,0
ENSG00000264247,36,410,499,570,109,44,113,422
ENSG00000264249,1,0,0,0,0,0,0,3
ENSG00000264250,0,0,0,0,0,0,0,0
ENSG00000264251,0,0,0,0,0,0,0,0
ENSG00000264254,2,0,0,0,3,0,0,0
ENSG00000264257,0,0,0,0,0,0,0,0
ENSG00000264260,0,0,0,0,0,0,2,0
ENSG00000264262,0,0,0,0,0,0,0,1
ENSG00000264265,0,0,0,0,0,0,0,1
ENSG00000264266,0,0,0,0,0,0,0,0
ENSG00000264268,0,1,0,0,0,0,0,0
ENSG00000264269,0,9,18,18,0,0,0,18
ENSG00000264270,0,0,0,0,1,1,0,0
ENSG00000264271,0,0,0,2,0,0,0,0
ENSG00000264272,0,0,0,0,0,0,0,1
ENSG00000264273,0,0,0,0,0,0,0,0
ENSG00000264274,0,0,0,0,0,0,0,0
ENSG00000264275,1,0,0,1,138,59,1,0
ENSG00000264278,5,2,12,0,7,1,7,3
ENSG00000264279,0,0,0,0,0,0,0,0
ENSG00000264281,0,0,0,1,0,0,0,2
ENSG00000264289,0,0,0,0,0,0,0,0
ENSG00000264290,1,2,1,11,3,4,2,4
ENSG00000264292,0,0,0,0,0,0,0,0
ENSG00000264293,0,0,0,0,0,0,0,0
ENSG00000264294,0,0,0,0,0,0,0,0
ENSG00000264295,0,0,0,0,0,0,0,0
ENSG00000264296,0,0,0,0,0,0,0,0
ENSG00000264297,0,0,0,0,0,0,0,0
ENSG00000264300,0,0,0,0,0,0,0,0
ENSG00000264301,13,0,0,0,17,12,14,0
ENSG00000264304,0,0,0,0,0,0,0,0
ENSG00000264309,0,0,0,0,0,0,0,0
ENSG00000264311,0,0,0,0,1,0,0,0
ENSG00000264313,0,0,0,0,0,0,0,0
ENSG00000264314,0,0,0,2,0,0,0,0
ENSG00000264315,0,0,0,0,0,0,0,0
ENSG00000264316,0,0,0,0,0,0,0,0
ENSG00000264317,0,0,0,0,0,0,0,0
